Age,Sexe,Taux_presence,Nombre_retards,Note_moyenne,Situation_familiale,Abandon
20,Femme,86.51583856976865,4,14.713757922460829,Célibataire,0
21,Homme,93.05955178556158,0,14.951880359021173,Enfants à charge,0
20,Femme,74.96061865598166,6,11.57164531189078,Marié,1
16,Homme,86.47768379824866,2,12.88854649255019,Marié,0
20,Femme,92.50332430008524,2,13.72856701861066,Célibataire,0
18,Homme,85.09999457525801,2,14.303204492741584,Célibataire,0
22,Femme,100.0,0,15.806393169792614,Marié,0
21,Femme,71.65120592897443,6,9.943857801841787,Célibataire,1
19,Femme,93.46982823907103,1,14.427290893833625,Enfants à charge,0
19,Femme,83.61758610082829,4,13.691590986841664,Enfants à charge,0
18,Femme,91.1753612386934,1,14.097266324600401,Enfants à charge,0
20,Femme,88.53045721359396,1,14.21191365043693,Célibataire,0
22,Femme,79.13475042312002,2,12.7352403137551,Marié,0
19,Femme,86.83197113967472,3,11.75744678494091,Célibataire,0
22,Femme,70.1367883888137,6,9.099391852948536,Célibataire,1
19,Homme,89.82598000457115,1,14.860174889933235,Célibataire,0
19,Homme,87.3852677279242,1,13.420760798035934,Célibataire,0
20,Femme,90.10928134914482,1,15.623117113652143,Enfants à charge,0
18,Homme,93.4649466006972,0,16.236549094355126,Célibataire,0
19,Femme,87.94095872167769,1,14.96031247460709,Célibataire,0
18,Femme,86.18471535838621,1,15.797479091070532,Divorcé,0
24,Homme,77.95145330670967,3,12.259628668263268,Célibataire,0
21,Femme,79.3022338908076,3,13.194217009524978,Marié,0
19,Femme,94.49387696141865,0,14.839680567616766,Célibataire,0
21,Homme,96.49068324564783,2,17.775972399715897,Célibataire,0
20,Homme,83.09511650950357,4,14.897901128861553,Enfants à charge,0
20,Femme,85.36802197802619,2,13.667083731221721,Célibataire,0
22,Homme,77.76308500004987,4,12.501048979912673,Marié,0
22,Homme,94.38205476213956,1,16.56660581368574,Célibataire,0
19,Femme,90.32333458953423,3,14.051360683616029,Célibataire,0
19,Homme,100.0,0,15.593375929200295,Célibataire,0
20,Homme,77.9734153825621,5,12.820002058391198,Célibataire,0
16,Femme,81.97593680785427,3,13.02482976726181,Célibataire,0
17,Homme,86.85156738020459,1,14.26072955667595,Marié,0
23,Homme,90.17191630180616,2,13.541516102202959,Célibataire,0
24,Femme,83.27465889961894,4,11.223526686579444,Célibataire,0
20,Femme,78.0163112763704,6,11.98858910133466,Célibataire,1
22,Femme,92.05126023138857,0,15.962651076202485,Enfants à charge,0
21,Homme,90.76908290036465,2,14.239555685978655,Enfants à charge,0
27,Femme,77.6698071954902,4,13.536900598882395,Marié,0
23,Femme,95.84354240884397,1,14.722615035911051,Enfants à charge,0
20,Homme,94.36158967357284,0,14.349533996070006,Célibataire,0
19,Femme,86.07437197798234,1,13.89392548950122,Célibataire,0
17,Femme,85.6367828990083,2,13.612924859499953,Marié,0
21,Femme,89.43246216892726,2,15.03483805667431,Marié,0
19,Femme,78.10637543794994,3,11.590993491628506,Célibataire,0
18,Homme,85.24025183331266,3,14.804132011811797,Célibataire,0
19,Femme,67.78093164312656,7,11.984056708977239,Divorcé,1
18,Femme,92.01164516402349,2,14.612602747635181,Enfants à charge,0
24,Homme,72.50805422046513,7,11.975918553254086,Célibataire,1
22,Femme,97.027358627432,1,14.547606723489539,Marié,0
20,Homme,82.3590392482684,2,14.279077428422177,Célibataire,0
23,Homme,83.30666414455058,4,13.993276030242049,Célibataire,0
21,Homme,79.97812875132395,3,13.510156592888471,Célibataire,0
19,Femme,82.69568900862339,4,12.838790262423213,Célibataire,0
24,Homme,96.34825076118429,2,12.347988672935612,Célibataire,0
22,Homme,65.09753074771936,7,8.972902468505774,Enfants à charge,1
18,Homme,95.2157230887055,0,14.906442445621224,Célibataire,0
20,Femme,87.70418784881366,1,13.227373239261572,Marié,0
19,Femme,75.34382681714227,6,11.473817027118407,Célibataire,0
18,Femme,76.3975008556061,4,11.49066168281968,Célibataire,0
22,Femme,98.41114421766562,0,15.18705962288482,Enfants à charge,0
24,Femme,77.43594496045814,5,10.806591595820903,Marié,0
18,Femme,75.77319591523232,5,10.900466401799621,Divorcé,0
22,Femme,94.09851633891783,1,16.286276662687605,Divorcé,0
19,Homme,87.70842301028732,2,13.345238396915603,Célibataire,0
20,Homme,77.49659538770881,4,11.559550601723048,Célibataire,0
19,Homme,86.73299980323695,3,13.203252355462297,Enfants à charge,0
19,Homme,76.79397853087778,5,12.108090293441087,Divorcé,0
21,Femme,93.80657118738084,0,15.77723516663566,Marié,0
19,Homme,93.49096771898508,2,11.8289886186046,Marié,0
21,Homme,89.25604959057554,2,15.260042652413938,Marié,0
20,Homme,87.89328848997613,1,15.670361307740174,Célibataire,0
20,Homme,99.08950499893899,0,15.06323921247918,Marié,0
19,Femme,84.9974906191058,2,12.627325348131034,Enfants à charge,0
19,Femme,75.54500699663359,4,11.331497661716766,Marié,0
22,Femme,88.59579130265845,3,13.183364675942164,Célibataire,0
22,Homme,100.0,0,16.473926873946606,Célibataire,0
19,Femme,76.88192405451318,4,10.035763321818111,Célibataire,0
21,Homme,82.10829786644811,2,12.048317071930477,Célibataire,0
22,Femme,88.33156830481163,2,15.638932445896652,Enfants à charge,0
17,Femme,84.56876120795408,1,12.807094213845096,Célibataire,0
22,Femme,77.14157135698149,4,13.264663981650148,Célibataire,0
19,Femme,93.97486284984376,1,15.501567623066702,Célibataire,0
22,Femme,100.0,0,14.440732285411741,Marié,0
19,Homme,86.56905167219126,2,14.470686946044896,Marié,0
17,Femme,77.76745368211199,3,12.197450750123947,Célibataire,0
17,Homme,72.6083157995722,6,10.485780313686089,Célibataire,0
21,Homme,87.06380784976945,2,14.154528270637421,Célibataire,0
21,Homme,93.83101874653006,1,15.599286297546303,Marié,0
19,Homme,88.80134197196305,2,14.877793117769077,Célibataire,0
22,Homme,84.98076927264917,2,14.775368238445378,Enfants à charge,0
17,Femme,80.28582678568554,4,12.901009930631187,Célibataire,0
20,Femme,76.26269093825528,5,10.31376955195193,Célibataire,0
18,Femme,91.67801061059906,0,14.528056133938668,Marié,0
19,Femme,92.31017297108468,0,18.039574280931323,Célibataire,0
21,Homme,72.63416170647413,5,11.869615316352846,Marié,1
19,Femme,97.71871182544547,0,18.277094074628316,Célibataire,0
20,Femme,89.59256976715201,3,15.484319547271989,Marié,0
23,Homme,96.19675716116635,0,15.921315645730699,Marié,0
19,Homme,74.26297801211908,4,11.890853771598978,Enfants à charge,1
22,Femme,74.07340675667649,4,11.524430973624627,Célibataire,1
18,Femme,83.80824552186162,2,11.683432212432743,Célibataire,0
22,Homme,89.02227541516156,1,14.42138856474246,Célibataire,0
23,Femme,99.37088658341571,0,17.366307540054553,Enfants à charge,0
16,Femme,90.64863131052105,0,14.247654701756955,Enfants à charge,0
19,Femme,83.05854978550373,3,13.520735466887368,Célibataire,0
22,Femme,76.78904633867286,2,13.219947996694126,Célibataire,0
20,Homme,94.8400045817532,0,14.566320247950506,Célibataire,0
21,Homme,77.28235659399428,4,11.591050624755477,Célibataire,0
19,Homme,98.02774843817858,2,14.536250775249627,Célibataire,0
21,Femme,82.72492280314792,3,12.236572813782782,Célibataire,0
20,Femme,97.7246565809428,0,14.62109320348836,Marié,0
23,Femme,90.43145032047423,0,13.914269086693107,Enfants à charge,0
21,Femme,83.90403608446033,3,14.65506109346689,Divorcé,0
21,Femme,80.844829025391,4,11.661247324718357,Célibataire,0
20,Homme,82.27273698123136,3,13.117369766245394,Marié,0
20,Femme,88.4265335390019,2,13.611111277179328,Enfants à charge,0
20,Femme,85.61725196974173,4,14.471453732498198,Célibataire,0
21,Homme,80.24950873545036,3,13.998588606921171,Marié,0
20,Femme,83.67494871745895,4,13.865312289757789,Célibataire,0
21,Homme,85.62861623775319,1,14.200426988765734,Célibataire,0
25,Homme,67.9701272446815,5,10.214459549861328,Célibataire,0
22,Homme,88.66534491830959,0,13.357927033555189,Célibataire,0
20,Homme,77.16223020226555,4,13.96786341146203,Marié,0
23,Homme,75.77334077435404,4,11.056328098400552,Célibataire,0
20,Femme,71.50124522311432,5,11.63883313049999,Célibataire,0
16,Homme,70.64886001705688,5,11.906894575181928,Célibataire,0
18,Homme,74.15641997510168,4,11.018182499359924,Enfants à charge,0
17,Femme,79.32783233895607,3,13.587187378159372,Célibataire,0
20,Femme,100.0,0,17.014213203338855,Marié,0
21,Homme,80.79296259283836,5,14.09690822430752,Marié,0
24,Femme,86.42200085014426,2,13.343953661094927,Célibataire,0
21,Femme,88.20385109205063,1,12.99471364652788,Célibataire,0
20,Homme,86.0485214897268,4,12.851788468014508,Marié,0
22,Homme,84.38045231419206,1,13.91592138966314,Célibataire,0
16,Femme,75.43764989120604,3,12.023860210765962,Célibataire,0
21,Homme,96.6074203862337,0,15.347675161660504,Marié,0
22,Homme,99.45757314910308,0,14.259438513388218,Célibataire,0
18,Femme,71.53873044701851,6,11.251292563181885,Célibataire,0
23,Homme,76.80777127290897,5,13.743510170018544,Célibataire,0
21,Homme,82.76151726098395,6,12.928478827270597,Célibataire,0
20,Homme,77.28369764071847,2,13.051690165161284,Marié,0
22,Homme,89.04772442764693,2,14.77960397030214,Marié,0
25,Homme,79.1738223807471,3,12.923120026994464,Marié,0
21,Femme,100.0,0,17.181665966868096,Marié,0
21,Femme,94.52438875474877,0,15.82403199439798,Célibataire,0
20,Homme,86.70059224505772,1,13.742411667105383,Célibataire,0
19,Femme,93.21589010655785,3,13.836394605974924,Célibataire,0
22,Homme,93.84720339485847,2,14.678106853948094,Célibataire,0
19,Homme,80.48842009553405,3,13.037392510780775,Divorcé,0
21,Homme,78.47026204366428,5,11.704456345426669,Enfants à charge,0
20,Homme,85.62514450375718,1,14.208110358695007,Célibataire,0
21,Homme,91.89308899598355,0,15.473113483097949,Célibataire,0
21,Femme,86.11248318922735,0,15.000051909654283,Célibataire,0
23,Femme,72.38402814247202,4,12.590399190209782,Célibataire,1
19,Homme,78.57740444839327,4,12.314618085737848,Célibataire,0
20,Femme,84.40821709124498,3,12.003455998539087,Marié,0
19,Homme,84.39467516539335,3,12.964097177989814,Enfants à charge,0
20,Femme,100.0,0,16.2940625674066,Marié,0
21,Homme,73.91209646080802,6,9.301045712944111,Célibataire,1
22,Femme,89.044713934687,2,15.59537161030553,Célibataire,0
19,Homme,96.91290486662632,1,15.729313642504415,Marié,0
22,Homme,100.0,0,16.631352834580284,Enfants à charge,0
23,Femme,81.7648206145283,3,14.280249554705511,Enfants à charge,0
21,Femme,88.9314356217616,1,13.759572513121892,Enfants à charge,0
24,Homme,89.55808285758917,1,15.057754359522407,Marié,0
19,Femme,86.56385385242632,3,13.524713954762012,Marié,0
18,Homme,84.20923839008555,3,13.097298891496912,Célibataire,0
17,Femme,88.48780311600036,1,13.550978079595676,Marié,0
23,Femme,64.74203131824251,7,11.226907911422904,Célibataire,0
22,Homme,90.45655592050105,0,14.442983347999586,Célibataire,0
20,Femme,86.00942322929573,3,14.250877731290064,Marié,0
21,Femme,83.22020082577387,3,11.258022736394146,Célibataire,0
18,Homme,100.0,1,17.229988529689788,Célibataire,0
25,Femme,79.60052784967559,3,13.642290333408397,Célibataire,0
21,Homme,81.77539208747976,3,13.013742923419267,Célibataire,0
21,Homme,100.0,0,16.023057533862076,Célibataire,0
22,Homme,78.34350956120115,5,12.401526439793738,Célibataire,0
21,Homme,80.5990777365077,3,15.028652321356445,Célibataire,0
21,Homme,83.8237966125532,3,11.460332792979495,Célibataire,0
19,Femme,91.7258758570364,1,15.590908766129587,Divorcé,0
21,Homme,86.66242005882651,0,13.337745706670074,Célibataire,0
24,Homme,74.65899722278189,4,11.628931187117551,Célibataire,0
23,Femme,80.74265149498248,2,12.713517605168708,Marié,0
24,Femme,80.1411645343023,4,12.04285642234759,Enfants à charge,0
19,Femme,84.38223163821563,1,13.696869616679615,Marié,0
19,Homme,88.40674926903863,3,12.776841245078005,Célibataire,0
20,Homme,88.34564604710377,2,15.131027343193534,Marié,0
21,Homme,70.79190596761278,5,9.074642383943317,Marié,1
23,Femme,93.51152790048685,1,15.61649369790137,Marié,0
17,Homme,87.02055076797299,3,13.376546762661379,Marié,0
24,Femme,96.07625638075125,0,14.490513563305234,Enfants à charge,0
20,Homme,88.55358661832537,1,14.535421363347503,Enfants à charge,0
20,Femme,93.8105836618861,0,13.764636462576437,Marié,0
18,Homme,88.73236249160101,1,14.399568195459787,Célibataire,0
17,Homme,95.76980604962199,0,14.192593999631745,Marié,0
22,Homme,89.17800508814223,2,14.687972847539166,Enfants à charge,0
21,Femme,84.21667802845677,2,12.55814437063814,Célibataire,0
18,Femme,100.0,0,15.79900598297069,Divorcé,0
18,Homme,92.11229697823913,0,15.36079393467903,Célibataire,0
20,Homme,89.5899553680353,2,13.515951193363058,Célibataire,0
24,Homme,74.78956466769331,6,11.210470700485693,Enfants à charge,0
20,Femme,74.6935390602917,5,9.9402003577989,Célibataire,0
17,Homme,87.34172385713482,2,14.58213418216638,Célibataire,0
20,Homme,86.16416958214593,2,15.53953924287266,Célibataire,0
20,Homme,80.08701947993347,3,15.455261789899982,Célibataire,0
15,Homme,86.12786159689648,1,14.060347386200911,Célibataire,0
20,Femme,97.70901542434876,0,16.6945564544495,Célibataire,0
20,Femme,90.5632197964024,2,12.65385729655287,Célibataire,0
22,Homme,75.87193192197809,4,13.333524114602302,Divorcé,0
24,Homme,84.10792938285645,1,14.442417912152575,Divorcé,0
23,Femme,78.5602681531795,6,11.350106778025694,Célibataire,0
20,Femme,81.89840066873151,3,14.171940900598736,Marié,0
18,Homme,81.69107467496286,2,12.849185124599089,Célibataire,0
26,Femme,81.17883533916796,3,12.368800117860637,Célibataire,0
21,Femme,74.95891702421284,5,11.969172479059417,Célibataire,0
21,Homme,83.97876254785447,4,11.983459882347852,Divorcé,0
20,Femme,80.51513890522152,2,13.948895600183176,Enfants à charge,0
21,Femme,61.56441047998186,8,7.828671760070436,Célibataire,1
20,Homme,100.0,1,14.999945210176815,Célibataire,0
19,Homme,93.71015723373338,0,14.396833796651674,Célibataire,0
19,Femme,81.98959420060004,3,13.70793916760613,Marié,0
20,Homme,85.15055239792478,1,13.205807498169012,Marié,0
19,Femme,75.62676522145951,4,10.446018998851756,Célibataire,0
19,Homme,98.56578302248693,0,15.42918745343724,Marié,0
21,Femme,100.0,0,16.217957629319514,Célibataire,0
20,Homme,86.2535498259722,3,12.407059990231446,Enfants à charge,0
24,Femme,93.18824515348275,0,14.076555663988069,Marié,0
15,Femme,86.40229423147139,0,16.32164046882029,Célibataire,0
23,Femme,74.30619648899255,5,10.535364069534996,Marié,0
23,Homme,81.70541304829074,3,12.582769588470605,Enfants à charge,0
16,Homme,86.05542373417566,3,13.191076559327064,Célibataire,0
20,Femme,81.36361825005244,3,12.433185929737425,Célibataire,0
20,Femme,83.25077378051971,3,13.758962807047059,Enfants à charge,0
18,Homme,84.26880353992708,4,14.038463481461111,Célibataire,0
19,Homme,84.35297201707631,3,12.996991371029855,Célibataire,0
18,Homme,85.41806792397986,2,12.42623190200463,Célibataire,0
24,Homme,76.51515946882719,4,13.20171414817298,Enfants à charge,0
22,Homme,79.26387080697651,3,12.444239529849794,Marié,0
23,Homme,74.72332587440025,6,12.988820696017205,Enfants à charge,0
22,Femme,92.8225243974896,1,12.727792762058279,Marié,0
18,Homme,68.1548244652774,6,10.468626891074928,Célibataire,1
19,Femme,94.2287227465354,0,17.30291474585652,Marié,0
21,Homme,96.09079517810275,1,15.110355141277255,Marié,0
18,Homme,82.58255530413904,5,12.411889872286219,Célibataire,0
22,Femme,64.1749032973816,7,9.771747186197578,Célibataire,1
20,Femme,82.10951550426168,3,12.407631506754294,Célibataire,0
20,Homme,84.48652670968944,3,13.010907074400684,Marié,0
22,Femme,76.91521424056869,2,12.0494670418939,Enfants à charge,0
21,Femme,80.87825284953406,4,11.954317193003735,Marié,0
20,Femme,97.24156159090681,0,17.06509078883658,Divorcé,0
23,Femme,90.31941729841392,2,14.858990627058523,Célibataire,0
18,Homme,77.6034870849752,3,12.541151294849582,Enfants à charge,0
22,Femme,72.21920664323655,5,11.8914520033756,Enfants à charge,1
22,Homme,82.38386145912183,3,12.743223385664807,Célibataire,0
20,Homme,83.2923457651965,4,12.169648046426575,Divorcé,0
21,Homme,88.96959349890653,1,13.792814720221422,Célibataire,0
18,Homme,80.71746629945872,5,12.359402986023417,Enfants à charge,0
22,Femme,89.0919966028949,2,13.15458778206133,Enfants à charge,1
20,Femme,100.0,0,15.749738983413325,Marié,0
19,Homme,91.5240081795541,1,14.262484585061681,Marié,0
23,Homme,84.61529194135382,2,15.666850021032086,Célibataire,0
19,Homme,83.53479623157364,1,10.806404494802129,Marié,0
18,Homme,82.14661492656103,5,12.392372517578522,Célibataire,0
17,Femme,94.44512729961716,1,16.942462887757344,Marié,0
22,Homme,79.98149243238957,4,12.56906832899089,Marié,0
18,Femme,85.36178167199986,3,14.207684724221073,Enfants à charge,0
24,Homme,85.40958321504868,1,13.961263797357072,Célibataire,0
16,Homme,80.98572645750774,3,12.13052558740968,Enfants à charge,0
24,Homme,74.0202756169272,6,8.911125408030166,Enfants à charge,1
21,Homme,87.58379602894135,1,14.393025091377506,Marié,0
20,Femme,84.51196822515693,0,13.151188629171148,Célibataire,0
19,Femme,89.00192375549256,1,13.599953157158579,Célibataire,0
21,Femme,80.73119754848666,3,12.260692376293889,Célibataire,0
20,Homme,94.76657039050438,1,17.009846965199152,Marié,0
23,Homme,77.98580975030524,5,14.35270900479976,Marié,0
21,Femme,98.69632227214314,0,16.27165627834987,Divorcé,0
21,Femme,71.01890792137391,6,10.238068964294357,Célibataire,1
20,Homme,88.47816051645513,3,12.74449766001706,Célibataire,0
20,Homme,88.80344546021298,0,15.039056980578017,Marié,0
21,Femme,78.63554345647294,4,14.028237118536085,Enfants à charge,0
17,Homme,88.3951515028881,2,13.861932338408058,Enfants à charge,0
18,Homme,95.23614935808126,0,13.156426362958966,Enfants à charge,0
22,Femme,67.26544928516748,5,11.009867064590644,Célibataire,0
21,Homme,89.02195845992652,1,15.388693480439029,Marié,0
20,Femme,65.05383343735937,6,8.222229375218056,Enfants à charge,1
21,Homme,77.27468157181434,5,12.017686419435105,Célibataire,0
21,Femme,98.03333091920756,0,16.406225654017234,Célibataire,0
19,Homme,80.34574373286357,3,12.628754257920596,Célibataire,0
19,Femme,75.60896028472823,4,11.00057312362388,Célibataire,0
21,Femme,83.41649816812254,4,13.978411948781938,Marié,0
19,Femme,100.0,0,15.846620254031317,Célibataire,0
21,Femme,70.3465420223518,5,9.316795140652838,Célibataire,1
17,Homme,76.58952070688524,4,9.888953620363104,Célibataire,0
23,Homme,96.97945346543702,1,16.857767539814866,Marié,0
21,Femme,99.86161874830186,0,16.8459067887164,Célibataire,0
21,Homme,84.17255020567772,4,13.163856077980826,Marié,0
22,Homme,75.08757837978686,5,11.072862120117225,Célibataire,0
24,Homme,100.0,0,15.721001585796873,Célibataire,0
23,Homme,97.75553913399358,2,14.437594221657426,Célibataire,0
17,Homme,90.43157590209786,0,14.383280740754795,Célibataire,0
18,Femme,78.50078120850064,3,10.305029966154923,Célibataire,0
19,Femme,84.60776527329571,1,13.005101137525843,Célibataire,0
21,Femme,83.71711935164136,4,12.696630386395109,Enfants à charge,0
22,Femme,87.64681043692462,4,14.206901612729112,Marié,0
19,Homme,96.60801150505068,2,15.301275262384237,Célibataire,0
21,Homme,92.03533632909922,2,15.450223563240442,Célibataire,0
19,Femme,76.38099138412193,4,13.256283812731718,Divorcé,0
19,Homme,96.0119716001563,0,16.709965833847548,Marié,0
18,Homme,87.50505712010525,0,14.846268415394343,Célibataire,0
19,Femme,90.49652636687134,3,14.236341634211485,Marié,0
18,Homme,96.73232687422882,1,14.579061022720765,Marié,0
19,Femme,76.10735800389159,4,12.606047751963054,Marié,0
23,Femme,84.7133953703483,4,14.836756687773773,Célibataire,0
19,Homme,80.74836358912628,2,13.30436057801936,Célibataire,0
26,Homme,72.45712459707636,5,13.035827837987576,Célibataire,0
21,Femme,87.77367982083936,2,12.490480265064821,Enfants à charge,0
21,Femme,100.0,0,15.095836615220458,Marié,0
19,Homme,70.27937804395398,5,11.64710821434136,Célibataire,1
22,Femme,84.74175511160423,1,14.025553476893887,Enfants à charge,0
19,Femme,90.12434348059818,2,15.682433698661535,Enfants à charge,0
21,Femme,85.98462561324945,3,13.532222201260678,Divorcé,0
26,Homme,84.09497557987407,3,12.39627091445278,Enfants à charge,0
20,Femme,74.60626909243341,5,11.227347121659967,Divorcé,1
23,Homme,86.86229394352131,1,12.546660120604463,Célibataire,0
19,Femme,78.94588818387258,4,11.163292554483851,Enfants à charge,0
20,Homme,67.48062636017157,5,11.344537951943746,Enfants à charge,1
24,Femme,94.55673776410984,1,16.106298079086088,Célibataire,0
19,Homme,92.66708655873634,1,15.31306726861653,Célibataire,0
24,Homme,85.41328781480864,3,11.740915651260828,Divorcé,0
22,Homme,86.83259750564562,3,13.316486050333955,Célibataire,0
19,Femme,93.5945441017245,1,13.864181726598623,Enfants à charge,0
22,Femme,86.79471725422466,2,15.045740841921464,Célibataire,0
22,Femme,92.23214043809051,0,14.501098932150976,Célibataire,0
22,Homme,82.6201423930092,3,11.957273648169831,Célibataire,0
17,Femme,95.49586990859157,0,15.60417665141016,Célibataire,0
19,Homme,87.56628580746147,2,13.344788414284608,Marié,0
20,Femme,86.552415548847,2,15.316606242530755,Marié,0
20,Homme,74.83951129030375,4,10.94111579601137,Célibataire,0
22,Homme,87.29564683441367,0,12.94511876593742,Célibataire,0
21,Homme,78.34436066004439,3,10.248740583249141,Célibataire,0
18,Femme,79.89373818777204,4,12.40327422575239,Célibataire,0
21,Femme,78.47699497347104,2,12.059619132162728,Marié,0
22,Femme,76.4701205448062,4,10.491613475209203,Célibataire,0
22,Homme,100.0,1,17.239226461255786,Célibataire,0
23,Homme,95.65071249590723,1,16.064852021815327,Célibataire,0
22,Femme,100.0,1,16.02178212106277,Célibataire,0
21,Femme,75.21683984355549,5,12.89685222070419,Célibataire,0
20,Femme,85.57002999928714,4,13.948040533291683,Célibataire,0
17,Homme,74.65193899836723,4,10.82493494823665,Enfants à charge,1
21,Homme,79.43444098242348,3,11.525945983372756,Enfants à charge,0
21,Homme,77.65498413266741,1,13.516229164353973,Enfants à charge,1
21,Homme,94.91667205153249,2,15.483867764197223,Célibataire,0
18,Homme,81.83016257518592,5,12.694272154248551,Célibataire,0
18,Femme,93.54703466955213,0,14.435557397563914,Marié,0
23,Homme,89.83296711670815,1,15.132892634511977,Marié,0
20,Homme,100.0,0,15.49450111686605,Divorcé,0
22,Homme,73.1644462148822,5,11.122680277638654,Célibataire,1
21,Homme,95.07386591829439,2,16.558024034131137,Célibataire,0
21,Homme,94.17152696320582,0,14.714894808670728,Marié,0
22,Femme,77.21296929578372,4,10.458956137294697,Enfants à charge,1
19,Homme,93.05706669178528,1,13.956012811897683,Enfants à charge,0
21,Homme,87.68915970420983,2,14.997672782319098,Marié,0
20,Homme,83.18018992037274,3,13.381759625436121,Divorcé,0
20,Femme,78.408516104224,4,12.082400036944845,Marié,0
20,Femme,79.24712438840652,4,11.827974852949406,Enfants à charge,0
21,Femme,100.0,0,16.73535990755319,Divorcé,0
20,Homme,85.00546255165986,3,12.551714531758757,Enfants à charge,0
23,Femme,91.25704001225168,2,14.844221570480347,Célibataire,0
19,Homme,78.67280494665957,4,11.519666173185977,Célibataire,0
20,Homme,78.7611764302269,2,11.76651707925898,Marié,0
20,Femme,93.65587847399954,0,14.660894336274918,Célibataire,0
23,Homme,74.20339030758774,6,10.805101099654198,Enfants à charge,0
21,Homme,81.67828985675783,3,12.85291364257997,Célibataire,0
23,Homme,85.27221928857786,3,13.676288688397793,Célibataire,0
18,Femme,85.89098081472042,4,9.64528183077962,Marié,0
21,Homme,83.56725371987075,4,12.177437500233847,Célibataire,0
22,Homme,88.16655824876739,2,13.68341375995907,Célibataire,0
21,Femme,90.5428460465425,1,16.136488945589704,Célibataire,0
23,Homme,90.87710036367464,0,13.801562446169063,Marié,0
19,Homme,77.11356953065739,4,12.17983204769852,Célibataire,0
23,Femme,82.72675921656962,3,14.55404419222128,Enfants à charge,0
25,Homme,94.55810289501551,1,13.920746904305053,Célibataire,0
20,Homme,92.15717750059098,1,15.26755185095305,Enfants à charge,0
20,Homme,74.01712438815149,4,10.7502968242882,Célibataire,0
23,Homme,87.81183920281761,0,13.917142138133407,Célibataire,0
24,Homme,69.17419800500151,5,9.823018866796913,Célibataire,1
19,Femme,85.37547921648296,3,12.724464574056558,Célibataire,0
20,Femme,100.0,1,18.771912147906495,Marié,0
20,Femme,77.4168582618481,4,12.906984611348882,Célibataire,0
18,Femme,78.32541563606735,4,13.30055020719631,Célibataire,0
19,Homme,91.11223825258287,2,15.008829224723925,Marié,0
18,Homme,72.65758787832283,4,9.742381393346466,Célibataire,1
19,Homme,79.93795976091968,4,12.835651934461259,Célibataire,0
20,Homme,89.77152910065402,1,15.58865897960545,Marié,0
21,Homme,79.92571321848477,4,11.585457508733604,Enfants à charge,0
24,Femme,83.11224010231223,3,14.082162682507962,Célibataire,0
19,Femme,90.95348568252028,2,15.19735906223212,Célibataire,0
22,Homme,88.3723686682925,1,16.157895345057547,Divorcé,0
20,Homme,87.13454717036322,3,13.302399063040864,Célibataire,0
20,Homme,82.2870217658397,5,11.495442282600228,Divorcé,0
22,Femme,87.96048892215164,1,13.8824452289502,Célibataire,0
18,Homme,84.01013855920195,2,14.887091777043915,Enfants à charge,1
21,Homme,88.66244487940628,2,12.320960851068978,Célibataire,0
21,Homme,81.02454379905618,4,10.535305854427392,Enfants à charge,0
21,Femme,83.53944820496368,2,13.470312509676164,Célibataire,0
21,Homme,77.08033765958389,1,12.169461356163428,Marié,0
25,Femme,84.71993911995011,4,13.165718761168202,Célibataire,0
19,Femme,78.51199309096924,5,12.972110734881252,Célibataire,0
19,Femme,76.08762839870406,3,11.510574913686757,Marié,0
19,Femme,87.06928918284311,1,12.237387546495846,Marié,0
19,Femme,86.70191820686128,4,15.499769288229135,Enfants à charge,1
19,Femme,91.26298987958857,3,13.34222019449951,Célibataire,0
23,Homme,81.5509954433992,4,11.623612194497781,Enfants à charge,0
23,Homme,88.26442277469404,2,15.193383429926701,Célibataire,0
19,Homme,89.4063805781893,2,13.876467965686876,Divorcé,0
19,Femme,88.55819046265276,2,14.070338717363102,Divorcé,0
21,Homme,78.39477053758286,5,12.492005704697746,Célibataire,0
19,Femme,86.19490785816951,1,15.062819281835424,Enfants à charge,0
22,Femme,87.91312236843729,1,13.903507662083822,Enfants à charge,0
21,Femme,85.05742773526353,3,14.92856616620383,Célibataire,0
17,Homme,68.30817873303133,6,8.160426961219894,Marié,1
24,Femme,86.28391699178783,4,14.152374785721252,Célibataire,0
24,Femme,100.0,0,15.410472441982343,Enfants à charge,0
19,Homme,82.11968584994413,3,14.340224194099612,Célibataire,0
20,Homme,79.17538321715743,3,12.668351961404161,Célibataire,0
21,Femme,87.98678847769119,2,13.375112939644277,Célibataire,0
21,Femme,87.49902568373257,1,14.83769494558152,Marié,0
22,Homme,94.54188132333131,0,16.324470545706948,Enfants à charge,0
25,Homme,74.9370547527289,3,12.532452335767973,Divorcé,0
20,Homme,90.85104202059993,2,13.447960063456929,Célibataire,0
19,Femme,89.7233764900117,2,13.82448934987967,Célibataire,0
18,Homme,83.86282770447563,1,13.625351318549912,Marié,0
19,Homme,87.70949854337351,3,13.765165128855967,Marié,0
20,Homme,93.23565985278685,3,15.385094453356375,Célibataire,0
24,Femme,91.9785230402276,1,12.831877223527533,Célibataire,0
19,Homme,75.85584550341017,4,12.162703880065028,Marié,0
21,Homme,91.56126549404388,4,13.894208469669943,Célibataire,0
20,Homme,84.48249115973985,1,12.883873057577027,Marié,0
23,Homme,85.58299278412413,2,12.94496213984902,Marié,0
